Sale Date,Client ID,Sale ID,Item name,Batch #,Sales Notes,Location,Notes,Color,Size,Item price (excluding tax),Quantity,Subtotal (excluding tax),Discount %,Discount amount,Tax,Item Total,Total Paid w/ Payment Method,Payment Method
03/12/2025,100002476,4293,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
03/12/2025,1,4290,Cafe Latte,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
03/12/2025,1,4280,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
03/12/2025,1,4295,100+,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
03/12/2025,1,4296,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
03/12/2025,100001768,4291,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
03/12/2025,100002292,4282,Trial Lesson W/ Son Gunwoo,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
03/12/2025,100000254,4273,Americano,---,,Golf - experience,,---,---,0.5,1,0.5,0,0,0.044,0.544,0.544,Credit card (Visa/MC-Keyed)
03/12/2025,100000254,4273,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
03/12/2025,100001731,4288,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
03/12/2025,100002610,4279,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,2,3.2,2.592,31.392,31.392,Misc. (Paynow/Bank Transfer)
03/12/2025,100002610,4279,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,2,3.2,2.592,31.392,31.392,Misc. (Paynow/Bank Transfer)
03/12/2025,100002752,4298,Trial Lesson W/ Johnson Poh,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Misc. (Paynow/Bank Transfer)
03/12/2025,100002722,4281,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Misc. (Paynow/Bank Transfer)
03/12/2025,100002722,4281,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Misc. (Paynow/Bank Transfer)
3/13/2025,100002681,4301,10 Lesson Pack (Paul Finch),---,,Golf - experience,,---,---,0,-1,0,0,0,0,0,0,
3/13/2025,100002776,4315,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (AMEX-Keyed)
3/13/2025,100002776,4315,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (AMEX-Keyed)
3/13/2025,100002776,4315,Americano,---,,Golf - experience,,---,---,0.5,1,0.5,0,0,0.044,0.544,0.544,Credit card (AMEX-Keyed)
3/13/2025,100002756,4313,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (AMEX-Keyed)
3/13/2025,100002759,4318,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/13/2025,100002776,4311,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/13/2025,100002776,4311,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/13/2025,100002758,4316,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/13/2025,100001769,4319,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/13/2025,100002154,4306,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/13/2025,100002154,4306,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/13/2025,100002746,4299,Trial Lesson W/ Kim On You,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/13/2025,100002761,4323,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/13/2025,100002518,4300,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (Visa/MC-Keyed)
3/13/2025,100001575,4304,10 Lesson Pack ( Aiko H),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/13/2025,100001575,4304,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,2,3.2,2.592,31.392,31.392,Credit card (Visa/MC-Keyed)
3/13/2025,100002754,4305,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/13/2025,100002760,4321,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/13/2025,100002760,4321,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/13/2025,100002757,4314,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (Visa/MC-Keyed)
3/13/2025,1,4312,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/13/2025,1,4317,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/13/2025,1,4322,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/13/2025,1,4320,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/13/2025,1,4308,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/13/2025,1,4309,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/13/2025,1,4310,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,10,0.2,0.018,0.218,0.218,Credit card (Visa/MC-Keyed)
3/13/2025,100001748,4307,10 Lesson Pack  (Johnson Poh),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/13/2025,100002753,4303,Trial Lesson W/ Joey Poh,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/13/2025,100002681,4302,10 Lesson Pack (Jasper  Park),---,Request to change Coach from Paul to Jasper.,Golf - experience,,---,---,196.2,1,196.2,20,196.2,0,0,0,Misc. (Comp/Guest)
3/13/2025,100002752,4324,50 Lesson Pack  (Johnson Poh),---,,Golf - experience,,---,---,800.00,1,800.00,0,0,72,872.00,872.00,Misc. (Paynow/Bank Transfer)
3/13/2025,100002752,4324,50 Practice Credits,---,,Golf - experience,,---,---,140,1,140,4,28,10.08,122.08,122.08,Misc. (Paynow/Bank Transfer)
3/14/2025,100002765,4328,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (AMEX-Keyed)
3/14/2025,100002764,4327,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (AMEX-Keyed)
3/14/2025,100000647,4342,1 month storage,---,,Golf - experience,,---,---,6,1,6,0,0,0.54,6.54,6.54,Credit card (AMEX-Keyed)
3/14/2025,100000647,4342,1 Week Storage,---,,Golf - experience,,---,---,2,1,2,0,0,0.18,2.18,2.18,Credit card (AMEX-Keyed)
3/14/2025,100002363,4355,10 Lesson Pack (Paul Finch),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (AMEX-Keyed)
3/14/2025,100002363,4356,10 Practice Credits,---,Attached to lesson package bought,Golf - experience,,---,---,32,1,32,2,3.2,2.592,31.392,31.392,Credit card (AMEX-Keyed)
3/14/2025,100002586,4350,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/14/2025,100002586,4343,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/14/2025,100002763,4333,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/14/2025,100002763,4326,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/14/2025,100002763,4326,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/14/2025,100002770,4347,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/14/2025,100001820,4344,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/14/2025,100000469,4341,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/14/2025,100002766,4335,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/14/2025,100001738,4346,10 Lesson Pack  (Johnson Poh),---,,Online Store,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/14/2025,100002664,4337,20 Lesson Pack (Jiali Khee.),---,,Golf - experience,,---,---,340.00,1,340.00,0,0,30.6,370.60,370.60,Credit card (Visa/MC-Keyed)
3/14/2025,100002664,4337,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,3,4.8,2.448,29.648,29.648,Credit card (Visa/MC-Keyed)
3/14/2025,100002154,4352,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/14/2025,100002154,4349,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/14/2025,100002154,4349,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/14/2025,100001940,4336,30 Mins 1:1 Lesson W/ Paul Finch,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/14/2025,100002749,4329,Trial Lesson W/ Johnson Poh,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/14/2025,100000707,4334,100 Practice Credits,---,,Golf - experience,,---,---,260.00,1,260.00,0,0,23.4,283.40,283.40,Credit card (Visa/MC-Keyed)
3/14/2025,100002767,4338,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/14/2025,100002772,4359,100 Practice Credits,---,,Golf - experience,,---,---,260.00,1,260.00,0,0,23.4,283.40,283.40,Credit card (Visa/MC-Keyed)
3/14/2025,100002544,4339,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/14/2025,100002773,4361,Trial Lesson W/ Johnson Poh,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/14/2025,100001670,4332,Golfzon 18 Holes - 1 Pax,---,,Golf - experience,,---,---,20,1,20,0,0,1.8,21.8,21.8,Credit card (Visa/MC-Keyed)
3/14/2025,100002734,4358,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/14/2025,100002762,4325,Trial Lesson W/ Aiko H,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/14/2025,100002158,4331,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/14/2025,100002768,4340,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/14/2025,100000463,4363,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/14/2025,100002769,4345,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/14/2025,1,4348,50 Gift Voucher,---,,Golf - experience,,---,---,9.172,4,36.688,0,0,3.304,39.992,39.992,Credit card (Visa/MC-Keyed)
3/14/2025,1,4362,Coke Zero,---,,Golf - experience,,---,---,0.598,1,0.598,10,0.3,0.028,0.326,0.326,Credit card (Visa/MC-Keyed)
3/14/2025,1,4360,100+,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/14/2025,100002774,4364,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/14/2025,100001700,4354,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/14/2025,100002142,4353,Golfzon 18 Holes - 2 Pax,7,,Golf - experience,,---,---,24,-1,-24,0,0,-2.16,-26.16,-26.16,Credit card (Visa/MC-Keyed)
3/14/2025,100002142,4351,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/14/2025,100002771,4357,Trial Lesson W/ Jiali Khee,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/14/2025,100002753,4330,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/15/2025,100000939,4405,Trial Lesson W/ Paul F,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (AMEX-Keyed)
3/15/2025,100002783,4400,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (AMEX-Keyed)
3/15/2025,100002782,4395,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/15/2025,100002608,4366,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/15/2025,100002171,4369,10 Lesson Pack (Paul Finch),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/15/2025,100002776,4365,Trial Lesson W/ Paul F,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/15/2025,100002776,4379,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/15/2025,100002784,4402,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/15/2025,100002784,4403,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/15/2025,100002784,4404,60 Mins Practise,8,,Golf - experience,,---,---,8,-1,-8,0,0,-0.72,-8.72,-8.72,Credit card (Visa/MC-Keyed)
3/15/2025,100002154,4384,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Credit card (Visa/MC-Keyed)
3/15/2025,100002154,4386,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/15/2025,100002154,4373,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/15/2025,100002154,4373,Club set rental,---,,Golf - experience,,---,---,2,1,2,0,0,0.18,2.18,2.18,Credit card (Visa/MC-Keyed)
3/15/2025,100002780,4378,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/15/2025,100002779,4375,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/15/2025,100002779,4376,Trial Lesson W/ Paul F,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/15/2025,100002338,4398,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/15/2025,100000518,4387,10 Lesson Pack (Jiali Khee.),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/15/2025,100000518,4387,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,2,3.2,2.592,31.392,31.392,Credit card (Visa/MC-Keyed)
3/15/2025,100002105,4380,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/15/2025,100002777,4370,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/15/2025,100002777,4370,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/15/2025,100002548,4389,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/15/2025,100001144,4388,50 Practice Credits,---,,Golf - experience,,---,---,140,1,140,3,21,10.71,129.71,129.71,Credit card (Visa/MC-Keyed)
3/15/2025,100001144,4388,20 Lesson Pack (Kim On You),---,,Golf - experience,,---,---,340.00,1,340.00,0,0,30.6,370.60,370.60,Credit card (Visa/MC-Keyed)
3/15/2025,100002778,4372,Trial Lesson W/ Paul F,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/15/2025,100002581,4399,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/15/2025,100000544,4401,50 Practice Credits,---,,Golf - experience,,---,---,140,1,140,0,0,12.6,152.6,152.6,Credit card (Visa/MC-Keyed)
3/15/2025,100000544,4401,Coke Zero,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/15/2025,100001899,4374,10 Lesson Pack (Joey Poh.),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/15/2025,100001939,4391,20 Lesson Pack (Jasper Park),---,,Golf - experience,,---,---,340.00,1,340.00,0,0,30.6,370.60,370.60,Credit card (Visa/MC-Keyed)
3/15/2025,100001939,4391,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,3,11.25,5.738,69.488,69.488,Credit card (Visa/MC-Keyed)
3/15/2025,1,4392,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/15/2025,1,4393,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/15/2025,1,4390,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/15/2025,1,4396,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/15/2025,1,4382,Sparkling Water,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/15/2025,1,4383,Coke Zero,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/15/2025,1,4377,Coke Zero,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/15/2025,1,4377,100+,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/15/2025,1,4371,30 Min Practice Voucher,---,,Golf - experience,,---,---,4,4,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/15/2025,1,4367,Mineral Water,---,,Golf - experience,,---,---,0.4,1,0.4,0,0,0.036,0.436,0.436,Credit card (Visa/MC-Keyed)
3/15/2025,100000999,4397,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (Visa/MC-Keyed)
3/15/2025,100001360,4368,Golfzon 18 Holes - 4 Pax,---,,Golf - experience,,---,---,48,1,48,0,0,4.32,52.32,52.32,Credit card (Visa/MC-Keyed)
3/15/2025,100002154,4394,Golfzon 18 Holes - 2 Pax,---,,Golf - experience,,---,---,24,1,24,0,0,2.16,26.16,26.16,Misc. (Paynow/Bank Transfer)
3/15/2025,100000969,4381,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Misc. (Paynow/Bank Transfer)
3/15/2025,100002781,4385,50 Lesson Pack (Jasper Park),---,,Golf - experience,,---,---,800.00,1,800.00,0,0,72,872.00,872.00,Misc. (Paynow/Bank Transfer)
3/15/2025,100002781,4385,100 Practice Credits,---,,Golf - experience,,---,---,260.00,1,260.00,4,52,18.72,226.72,226.72,Misc. (Paynow/Bank Transfer)
3/15/2025,100002781,4385,30 Mins 1:1 Lesson W/ Jasper,---,complimentary from Jasper,Golf - experience,,---,---,23.98,1,23.98,20,23.98,0,0,0,Misc. (Paynow/Bank Transfer)
3/16/2025,100002792,4425,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (AMEX-Keyed)
3/16/2025,100002786,4416,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (AMEX-Keyed)
3/16/2025,1,4434,Americano,---,,Golf - experience,,---,---,0.5,2,1,0,0,0.088,1.088,1.088,Credit card (AMEX-Keyed)
3/16/2025,100002586,4429,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/16/2025,100000709,4412,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (Visa/MC-Keyed)
3/16/2025,100002793,4426,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/16/2025,100001250,4435,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/16/2025,100002787,4420,Trial Lesson W/ Johnson Poh,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/16/2025,100002790,4423,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/16/2025,100002776,4439,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/16/2025,100001983,4433,10 Lesson Pack (Kim On You),---,,Golf - experience,,---,---,180,1,180,0,0,16.2,196.2,196.2,Credit card (Visa/MC-Keyed)
3/16/2025,100001983,4433,25 Practice Credits,---,,Golf - experience,,---,---,74.998,1,74.998,2,7.5,6.076,73.574,73.574,Credit card (Visa/MC-Keyed)
3/16/2025,100002154,4430,Golfzon 9 Holes - 2 Pax,---,,Golf - experience,,---,---,16,1,16,0,0,1.44,17.44,17.44,Credit card (Visa/MC-Keyed)
3/16/2025,100000490,4411,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/16/2025,100001220,4440,25 Practice Credits,---,,Golf - experience,,---,---,75,1,75,0,0,6.75,81.75,81.75,Credit card (Visa/MC-Keyed)
3/16/2025,100002761,4438,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/16/2025,100002748,4410,60 Mins Practise,---,,Golf - experience,,---,---,8,1,8,0,0,0.72,8.72,8.72,Credit card (Visa/MC-Keyed)
3/16/2025,100002789,4422,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/16/2025,100002789,4422,1 Club Rental,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/16/2025,100002648,4427,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/16/2025,100002785,4415,Trial Lesson W/ Jiali Khee,---,,Golf - experience,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/16/2025,100002785,4415,30 Mins Practice Credit,---,,Golf - experience,,---,---,4,1,4,0,0,0.36,4.36,4.36,Credit card (Visa/MC-Keyed)
3/16/2025,100002483,4432,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,0,0,2.88,34.88,34.88,Credit card (Visa/MC-Keyed)
3/16/2025,100001233,4413,10 Practice Credits,---,,Golf - experience,,---,---,32,1,32,6.25,10,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/16/2025,100001233,4408,10 Practice Credits,---,Used a 50 voucher,Golf - experience,,---,---,32,1,32,5.734,9.174,2.054,24.88,24.88,Credit card (Visa/MC-Keyed)
3/16/2025,100001233,4409,10 Practice Credits,9,,Golf - experience,,---,---,32,-1,-32,-5.734,-9.174,-2.054,-24.88,-24.88,Credit card (Visa/MC-Keyed)
3/16/2025,100000544,4437,Coke Zero,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
3/16/2025,100002216,4441,Trial Lesson w/ Jasper ,---,,Online Store,,---,---,22,1,22,0,0,1.98,23.98,23.98,Credit card (Visa/MC-Keyed)
3/16/2025,100002216,4431,Nescafe,---,,Golf - experience,,---,---,0.6,1,0.6,0,0,0.054,0.654,0.654,Credit card (Visa/MC-Keyed)
